"","X","reviews","ratings"
"3919",298,"By the time they finished with the Bourne Ultimatum, I was glad they had stopped making these movies, because there was no originality among them. Felt like I could delete the names and you wouldn't be able to tell which Bourne movie it was. After a 10-year pause (I'm not counting ""Legacy"" because despite being called a Bourne movie, there was no Jason Bourne in it! Just a few flashbacks [that in the end were completely unnecessary to the Legacy plot] from the end of the Ultimatum movie so that they can call it a Bourne movie), I had high hopes that they finally had come up with something new, but, NOPE! I could call everything that was going to happen because I've seen it 3 times already. Bourne tries to stay under radar; some clandestine operation is uncovered; some head honcho at the agency wants to see him dead (despite the 3 honchos before him/her failed miserably); there is always an ""asset"" in same area as Bourne who tries to kill him; Bourne uses tricky deception, misdirection (by knowing every city WAY TOO well); someone close to him gets killed; someone in the agency kills someone else in the agency (cuz that's what they do... go around killing each other); ridiculously long vehicle chase; gratuitous fight scene; incredibly accurate tracking equipment (it took us 10 years to find Bin Laden, but they can find Bourne in the most obscure area in 10 seconds); using amnesia as a method to suddenly add huge amounts of back story that they failed to think of when planning out these movies, etc., etc.",1
"3920",299,"A by-the-numbers and largely superfluous continuation of the franchise. It's not without a couple of tense sequences (the riot, the symposium), but the absence of any originality or creativity is apparent. The acting is bland and the impact of the action is largely minimized both by the merciless shaky cam and the lack of any depth to the story, as even the revelations about Bourne's past play second fiddle to the sketchy collage of predictable plot developments and standard action scenes.",3
"3921",300,"quite disappointing when compared to the original three. fine overall.",3
"3922",301,"So much fake tech jargon ""Run predictive algorithms"" ""Isolate all social media posts"" ""copying Black Ops Files to USB"". And of course my favourite when they fine a grainy image capture… ""Enhance"". Thats just from the CIA, then we have the tech start-up jargon ""Enrich user journey to a unique experience where privacy matters and no one will be watching"". I have really enjoyed this espionage week. 14 years difference from first Bourne to last Bourne and I've watched a baby Bourne Matt Damon grow, what a journey we've taken together.",3
"3923",302,"I see people rate 50 for this show ... Let me ask you a question, What do you expect? A Superhero movie?.. This shows is GREAT and  its still trying to relate with our kind of reality (Not like mission Imposibble or other action movie).. Idk why people give it 50, but i guess they just expecting something out of this world, fuck that!",5
"3924",303,"This will divide opinion, but i'm flagging it up because Paul Greengrass changed the face of action cinema with The Bourne Supremacy in 2004, a film thats influences are further reaching than you can imagine. After following it up with the excellent Bourne Ultimatum in 2007, no-one expected another Bourne film, certainly not one that was any good. But while Jason Bourne might not hit the heights of its predecessors, it's still head and shoulders above most action thrillers in the last few years.",4
"3925",304,"Better than I remember it being. It's still largely unnecessary, but clearly an improvement on The Bourne Legacy and a better way to end a series. The plot is a reach but at least it attempts to deal with contemporary themes of social media and privacy, and any film with Riz Ahmed is never going to be a waste of time. And few directors can marshall a complex action sequence like Greengrass can.",4
"3926",305,"A great way of bringing Matt Damon back into action as Bourne with having a unique story, solid acting from the rest of the cast, and containing well done action.",5
"3927",306,"Sweet Jesus if you didn't tell me this was a Bourne movie I would have never believed you. This seemed so rushed and so poorly put together that it is almost unrecognizable from the first three films.",1
"3928",307,"Meh. My wife forced me to watch this. I wish I had that time back. ",2
"3929",308,"A motley collection of has-beens and will-never-be collide due to enormous paychecks to get involved with bad scripts. Well, bad...'devoid' is more like it, doesn't have anything to tell, either any message, or any good jokes. Mila Kunis as usual is better in roles like family guy's Meg, i.e., so you don't have to actually see her, just hear.",1
"3930",309,"Didn't find it the least bit funny. Boring and stupid is more like it",1
"3931",310,"Bad Moms is a bad movie. What happens when two men write a movie that's supposed to feature the experience of motherhood? You get Bad Moms. Great concept, terrible writing. I was really looking forward to this movie, as a mum. And the actresses manage to give it a little bit of a sparkle, since they're all such wonderful talents, but the script makes it stink. This isn't how mums act, talk, think or feel. The jokes weren't funny. The characters completely unrealistic. Get some women in your script writing rooms!!!!",1
"3932",311,"Bad Moms is a middling comedy that attempts to say a little something about parenthood and botches the landing pretty hard. Moment to moment, it's a light and breezy movie that's pretty enjoyable due to its strong cast and relatable ""every day life"" premise. It does, however, manage to turn fatherhood into an absolute joke and assume that life works out for the better regardless of it falling apart. For a movie that tries to say anything meaningful at all about real life, it really is very out of touch with it.",3
"3933",312,"Very formulaic. Nothing I haven‘t seen before. I like though that moms asa demographic are now represent in a cheap ass movie as well.",2
"3934",313,"Yes, Bad Moms is a bad movie, though Kathryn Hahn is funny at times.",2
